Record,Date,UTC Time,Frecuencia,Presion,caudal1,caudal2
     78200, 1/02/1970,21:10:34,   1.000000E+00,   1.460497E+01,   7.575758E-01,   1.806100E+01
     78201, 1/02/1970,21:10:35,   1.000000E+00,   1.464600E+01,   7.575758E-01,   1.709437E+01
     78202, 1/02/1970,21:10:35,   1.000000E+00,   1.464600E+01,   7.575758E-01,   1.664709E+01
     78203, 1/02/1970,21:10:35,   1.000000E+00,   1.471164E+01,   7.575758E-01,   1.782627E+01
     78204, 1/02/1970,21:10:36,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.627375E+01
     78205, 1/02/1970,21:10:36,   1.000000E+00,   1.463779E+01,   7.575758E-01,   1.803882E+01
     78206, 1/02/1970,21:10:37,   1.000000E+00,   1.467882E+01,   7.575758E-01,   1.740117E+01
     78207, 1/02/1970,21:10:37,   1.000000E+00,   1.460497E+01,   7.575758E-01,   1.725517E+01
     78208, 1/02/1970,21:10:37,   1.000000E+00,   1.465420E+01,   7.575758E-01,   1.816080E+01
     78209, 1/02/1970,21:10:38,   1.000000E+00,   1.471984E+01,   7.575758E-01,   1.651587E+01
     78210, 1/02/1970,21:10:38,   1.000000E+00,   1.460497E+01,   7.575758E-01,   1.811644E+01
     78211, 1/02/1970,21:10:39,   1.000000E+00,   1.468702E+01,   7.575758E-01,   1.706664E+01
     78212, 1/02/1970,21:10:39,   1.000000E+00,   1.466241E+01,   7.575758E-01,   1.676538E+01
     78213, 1/02/1970,21:10:39,   1.000000E+00,   1.459677E+01,   7.575758E-01,   1.788356E+01
     78214, 1/02/1970,21:10:40,   1.000000E+00,   1.467882E+01,   7.575758E-01,   1.640313E+01
     78215, 1/02/1970,21:10:40,   1.000000E+00,   1.466241E+01,   7.575758E-01,   1.802033E+01
     78216, 1/02/1970,21:10:41,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.680789E+01
     78217, 1/02/1970,21:10:41,   1.000000E+00,   1.462959E+01,   7.575758E-01,   1.670624E+01
     78218, 1/02/1970,21:10:41,   1.000000E+00,   1.465420E+01,   7.575758E-01,   1.756567E+01
     78219, 1/02/1970,21:10:42,   1.000000E+00,   1.459677E+01,   7.575758E-01,   1.617210E+01
     78220, 1/02/1970,21:10:42,   1.000000E+00,   1.463779E+01,   7.575758E-01,   1.755827E+01
     78221, 1/02/1970,21:10:43,   1.000000E+00,   1.461318E+01,   7.575758E-01,   1.710915E+01
     78222, 1/02/1970,21:10:43,   1.000000E+00,   1.457215E+01,   7.575758E-01,   1.676723E+01
     78223, 1/02/1970,21:10:43,   1.000000E+00,   1.466241E+01,   7.575758E-01,   1.820331E+01
     78224, 1/02/1970,21:10:44,   1.000000E+00,   1.462138E+01,   7.575758E-01,   1.644194E+01
     78225, 1/02/1970,21:10:44,   1.000000E+00,   1.460497E+01,   7.575758E-01,   1.787432E+01
     78226, 1/02/1970,21:10:45,   1.000000E+00,   1.465420E+01,   7.575758E-01,   1.710546E+01
     78227, 1/02/1970,21:10:45,   1.000000E+00,   1.457215E+01,   7.575758E-01,   1.670070E+01
     78228, 1/02/1970,21:10:45,   1.000000E+00,   1.459677E+01,   7.575758E-01,   1.778930E+01
     78229, 1/02/1970,21:10:46,   1.000000E+00,   1.465420E+01,   7.575758E-01,   1.606305E+01
     78230, 1/02/1970,21:10:46,   1.000000E+00,   1.458036E+01,   7.575758E-01,   1.765069E+01
